Batter,Runs,Innings,BallsFaced,Boundaries,DotBalls,Matches,Average,StrikeRate,RunsPerInnings,RunsPerMatch,BoundaryPercentage,DotBallPercentage,TestScore,Format,ODIScore,T20Score
SK Springer,293,27,280,30,121,27,10.851851851851851,104.64285714285715,10.851851851851851,10.851851851851851,0.10714285714285714,0.43214285714285716,,T20,,76.50555555555556
SK Trivedi,42,14,61,4,37,14,3.0,68.85245901639344,3.0,3.0,0.06557377049180328,0.6065573770491803,,T20,,49.096721311475406
SK Warne,198,27,219,20,105,27,7.333333333333333,90.41095890410958,7.333333333333333,7.333333333333333,0.091324200913242,0.4794520547945205,,T20,,65.48767123287669
SKDT Madusanka,224,13,267,32,161,13,17.23076923076923,83.89513108614233,17.23076923076923,17.23076923076923,0.1198501872659176,0.602996254681648,,T20,,63.89582252953039
SKR Mallidi,13,2,20,1,12,2,6.5,65.0,6.5,6.5,0.05,0.6,,T20,,47.45
SKS Gill,755,31,772,79,341,31,24.35483870967742,97.7979274611399,24.35483870967742,24.35483870967742,0.10233160621761658,0.4417098445595855,,T20,,75.76500083570116
SKW Wood,94,14,82,6,23,14,6.714285714285714,114.6341463414634,6.714285714285714,6.714285714285714,0.07317073170731707,0.2804878048780488,,T20,,82.2581881533101
SL Bates,35,19,78,1,51,19,1.8421052631578947,44.871794871794876,1.8421052631578947,1.8421052631578947,0.01282051282051282,0.6538461538461539,,T20,,31.962887989203782
SL Clephane,1,1,6,0,5,1,1.0,16.666666666666664,1.0,1.0,0.0,0.8333333333333334,,T20,,11.966666666666665
SL Dangore,15,3,21,1,11,3,5.0,71.42857142857143,5.0,5.0,0.047619047619047616,0.5238095238095238,,T20,,51.5
SL Elstone,247,19,199,26,71,19,13.0,124.12060301507537,13.0,13.0,0.1306532663316583,0.35678391959798994,,T20,,90.78442211055277
SL Gomez,183,36,292,11,165,36,5.083333333333333,62.671232876712324,5.083333333333333,5.083333333333333,0.03767123287671233,0.565068493150685,,T20,,45.394863013698625
SL Hungerford,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SL Kalis,3360,130,3345,421,1579,130,25.846153846153847,100.44843049327355,25.846153846153847,25.846153846153847,0.12585949177877429,0.4720478325859492,,T20,,78.06774749913764
SL Malinga,246,55,281,28,153,55,4.472727272727273,87.54448398576513,4.472727272727273,4.472727272727273,0.099644128113879,0.5444839857651246,,T20,,62.62295697185377
SL Morgan,126,2,74,19,23,2,63.0,170.27027027027026,63.0,63.0,0.25675675675675674,0.3108108108108108,,T20,,138.08918918918917
SL Perera,10,2,24,0,16,2,5.0,41.66666666666667,5.0,5.0,0.0,0.6666666666666666,,T20,,30.666666666666668
SL Quintyne,91,13,111,8,55,13,7.0,81.98198198198197,7.0,7.0,0.07207207207207207,0.4954954954954955,,T20,,59.48738738738738
SL Rainbird,34,11,38,2,16,11,3.090909090909091,89.47368421052632,3.090909090909091,3.090909090909091,0.05263157894736842,0.42105263157894735,,T20,,63.55885167464115
SL Verma,395,19,272,45,99,19,20.789473684210527,145.22058823529412,20.789473684210527,20.789473684210527,0.16544117647058823,0.3639705882352941,,T20,,107.89125386996903
SM Ariyasinghage,1,3,9,0,8,3,0.3333333333333333,11.11111111111111,0.3333333333333333,0.3333333333333333,0.0,0.8888888888888888,,T20,,7.877777777777776
SM Arooja,8,2,24,0,16,2,4.0,33.33333333333333,4.0,4.0,0.0,0.6666666666666666,,T20,,24.533333333333328
SM Benade,34,4,41,4,24,4,8.5,82.92682926829268,8.5,8.5,0.0975609756097561,0.5853658536585366,,T20,,60.598780487804866
SM Betts,11,7,17,0,8,7,1.5714285714285714,64.70588235294117,1.5714285714285714,1.5714285714285714,0.0,0.47058823529411764,,T20,,45.76554621848739
SM Boland,71,20,87,7,42,20,3.55,81.60919540229885,3.55,3.55,0.08045977011494253,0.4827586206896552,,T20,,58.19143678160919
SM Curran,5596,272,4216,666,1492,272,20.573529411764707,132.73244781783683,20.573529411764707,20.573529411764707,0.1579696394686907,0.3538899430740038,,T20,,99.08477229601519
SM Davies,1088,62,821,153,321,62,17.548387096774192,132.52131546894032,17.548387096774192,17.548387096774192,0.18635809987819732,0.3909866017052375,,T20,,98.02943695729047
SM Dhanusri,14,6,28,1,18,6,2.3333333333333335,50.0,2.3333333333333335,2.3333333333333335,0.03571428571428571,0.6428571428571429,,T20,,35.7
SM Elliott,23,5,33,3,22,5,4.6,69.6969696969697,4.6,4.6,0.09090909090909091,0.6666666666666666,,T20,,50.16787878787879
SM Ervine,867,56,704,96,239,56,15.482142857142858,123.15340909090908,15.482142857142858,15.482142857142858,0.13636363636363635,0.33948863636363635,,T20,,90.8520292207792
SM Fallah,5,4,11,0,6,4,1.25,45.45454545454545,1.25,1.25,0.0,0.5454545454545454,,T20,,32.19318181818181
SM Gugale,75,9,84,12,48,9,8.333333333333334,89.28571428571429,8.333333333333334,8.333333333333334,0.14285714285714285,0.5714285714285714,,T20,,65.0
SM Harwood,12,3,19,0,9,3,4.0,63.1578947368421,4.0,4.0,0.0,0.47368421052631576,,T20,,45.410526315789475
SM Katich,846,38,664,112,247,38,22.263157894736842,127.40963855421687,22.263157894736842,22.263157894736842,0.1686746987951807,0.37198795180722893,,T20,,95.86569435637286
SM Kavanagh,290,34,341,25,160,34,8.529411764705882,85.04398826979472,8.529411764705882,8.529411764705882,0.07331378299120235,0.46920821114369504,,T20,,62.08961531826807
SM Kazi,21,7,27,2,12,7,3.0,77.77777777777779,3.0,3.0,0.07407407407407407,0.4444444444444444,,T20,,55.34444444444445
SM Khomari,27,2,34,1,15,2,13.5,79.41176470588235,13.5,13.5,0.029411764705882353,0.4411764705882353,,T20,,59.638235294117635
SM Mayers,673,27,706,83,345,27,24.925925925925927,95.3257790368272,24.925925925925927,24.925925925925927,0.11756373937677053,0.4886685552407932,,T20,,74.20582310355681
SM Meherob,100,14,127,11,67,14,7.142857142857143,78.74015748031496,7.142857142857143,7.142857142857143,0.08661417322834646,0.5275590551181102,,T20,,57.26096737907762
SM Nash,90,13,139,9,81,13,6.923076923076923,64.74820143884892,6.923076923076923,6.923076923076923,0.06474820143884892,0.5827338129496403,,T20,,47.400664084117324
SM Patidar,25,1,19,2,4,1,25.0,131.57894736842107,25.0,25.0,0.10526315789473684,0.21052631578947367,,T20,,99.60526315789474
SM Pollock,233,17,188,28,76,17,13.705882352941176,123.93617021276594,13.705882352941176,13.705882352941176,0.14893617021276595,0.40425531914893614,,T20,,90.8670838548185
SM Rohilla,5,1,6,0,2,1,5.0,83.33333333333334,5.0,5.0,0.0,0.3333333333333333,,T20,,59.833333333333336
SM Shakil,1,1,2,0,1,1,1.0,50.0,1.0,1.0,0.0,0.5,,T20,,35.3
SM Sharif,192,32,190,14,70,32,6.0,101.05263157894737,6.0,6.0,0.07368421052631578,0.3684210526315789,,T20,,72.53684210526315
SM Sharma,12,4,16,0,6,4,3.0,75.0,3.0,3.0,0.0,0.375,,T20,,53.4
SM Singha,165,11,202,21,113,11,15.0,81.68316831683168,15.0,15.0,0.10396039603960396,0.5594059405940595,,T20,,61.67821782178218
SM Solia,1196,67,1058,140,448,67,17.850746268656717,113.04347826086956,17.850746268656717,17.850746268656717,0.1323251417769376,0.42344045368620037,,T20,,84.4856586632057
SM Tupou,74,5,77,7,35,5,14.8,96.1038961038961,14.8,14.8,0.09090909090909091,0.45454545454545453,,T20,,71.71272727272726
SM Warnakulasuriya,24,4,25,1,9,4,6.0,96.0,6.0,6.0,0.04,0.36,,T20,,68.99999999999999
SM Whiteman,644,43,571,76,242,43,14.976744186046512,112.784588441331,14.976744186046512,14.976744186046512,0.1330998248686515,0.4238178633975482,,T20,,83.44223516474564
SMA Priyanjan,271,19,270,27,105,19,14.263157894736842,100.37037037037038,14.263157894736842,14.263157894736842,0.1,0.3888888888888889,,T20,,74.53820662768032
SMHH Aung,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SMK Waththage,9,3,16,0,9,3,3.0,56.25,3.0,3.0,0.0,0.5625,,T20,,40.275
SMLD Samarakoon,154,19,153,15,74,19,8.105263157894736,100.65359477124183,8.105263157894736,8.105263157894736,0.09803921568627451,0.48366013071895425,,T20,,72.8890952872377
SMR Ruelas,6,2,22,0,16,2,3.0,27.27272727272727,3.0,3.0,0.0,0.7272727272727273,,T20,,19.990909090909085
SMSM Senanayake,103,19,120,7,53,19,5.421052631578948,85.83333333333333,5.421052631578948,5.421052631578948,0.058333333333333334,0.44166666666666665,,T20,,61.709649122807015
SN Adams,43,4,77,3,46,4,10.75,55.84415584415584,10.75,10.75,0.03896103896103896,0.5974025974025974,,T20,,42.31590909090909
SN Gunasinghe,116,5,119,12,55,5,23.2,97.47899159663865,23.2,23.2,0.10084033613445378,0.46218487394957986,,T20,,75.19529411764704
SN Khan,865,54,699,110,253,54,16.01851851851852,123.74821173104435,16.01851851851852,16.01851851851852,0.15736766809728184,0.36194563662374823,,T20,,91.4293037672866
SN Luff,1139,75,1138,114,446,75,15.186666666666667,100.08787346221442,15.186666666666667,15.186666666666667,0.10017574692442882,0.39191564147627417,,T20,,74.61751142355008
SN Mandal,39,1,40,4,15,1,39.0,97.5,39.0,39.0,0.1,0.375,,T20,,79.95
SN Netravalkar,53,13,58,4,27,13,4.076923076923077,91.37931034482759,4.076923076923077,4.076923076923077,0.06896551724137931,0.46551724137931033,,T20,,65.18859416445623
SN Pathirana,51,10,85,1,45,10,5.1,60.0,5.1,5.1,0.011764705882352941,0.5294117647058824,,T20,,43.53
SN Pradhan,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SN Shihepo,247,48,350,19,192,48,5.145833333333333,70.57142857142857,5.145833333333333,5.145833333333333,0.054285714285714284,0.5485714285714286,,T20,,50.94375
SN Swamy,1,1,1,0,0,1,1.0,100.0,1.0,1.0,0.0,0.0,,T20,,70.3
SN Thakur,438,54,344,54,134,54,8.11111111111111,127.32558139534885,8.11111111111111,8.11111111111111,0.1569767441860465,0.38953488372093026,,T20,,91.56124031007752
SNA Nethmika,0,1,4,0,4,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SNJ O'Keefe,349,42,330,39,147,42,8.30952380952381,105.75757575757576,8.30952380952381,8.30952380952381,0.11818181818181818,0.44545454545454544,,T20,,76.52316017316018
SO Dowrich,140,10,134,19,64,10,14.0,104.4776119402985,14.0,14.0,0.1417910447761194,0.47761194029850745,,T20,,77.33432835820895
SO Hetmyer,6623,294,4752,834,1775,294,22.527210884353742,139.37289562289564,22.527210884353742,22.527210884353742,0.1755050505050505,0.37352693602693604,,T20,,104.31919020133307
SO Ngoche,523,50,470,60,202,50,10.46,111.27659574468085,10.46,10.46,0.1276595744680851,0.4297872340425532,,T20,,81.03161702127659
SO Olayinka,25,3,34,3,24,3,8.333333333333334,73.52941176470588,8.333333333333334,8.333333333333334,0.08823529411764706,0.7058823529411765,,T20,,53.970588235294116
SO Tikolo,151,8,129,21,57,8,18.875,117.05426356589147,18.875,18.875,0.16279069767441862,0.4418604651162791,,T20,,87.60048449612403
SP Crook,823,58,647,98,229,58,14.189655172413794,127.20247295208655,14.189655172413794,14.189655172413794,0.15146831530139104,0.35394126738794435,,T20,,93.29862761818472
SP Fleming,306,15,258,50,129,15,20.4,118.6046511627907,20.4,20.4,0.1937984496124031,0.5,,T20,,89.14325581395349
SP Gauchan,13,5,43,0,32,5,2.6,30.23255813953488,2.6,2.6,0.0,0.7441860465116279,,T20,,21.942790697674415
SP Gomes,386,12,302,47,108,12,32.166666666666664,127.81456953642385,32.166666666666664,32.166666666666664,0.15562913907284767,0.3576158940397351,,T20,,99.12019867549668
SP Goswami,1424,56,1125,195,423,56,25.428571428571427,126.57777777777777,25.428571428571427,25.428571428571427,0.17333333333333334,0.376,,T20,,96.23301587301587
SP Guzman,21,3,31,3,22,3,7.0,67.74193548387096,7.0,7.0,0.0967741935483871,0.7096774193548387,,T20,,49.519354838709674
SP Jackson,1151,47,913,150,348,47,24.48936170212766,126.06790799561884,24.48936170212766,24.48936170212766,0.16429353778751368,0.38116100766703176,,T20,,95.59434410757147
SP Khakurel,54,6,84,4,49,6,9.0,64.28571428571429,9.0,9.0,0.047619047619047616,0.5833333333333334,,T20,,47.7
SP Krishnamurthi,808,38,602,99,233,38,21.263157894736842,134.21926910299,21.263157894736842,21.263157894736842,0.1644518272425249,0.38704318936877075,,T20,,100.33243574051406
SP Narine,4797,365,3453,755,1700,365,13.142465753424657,138.92267593397045,13.142465753424657,13.142465753424657,0.21865044888502752,0.4923255140457573,,T20,,101.18861287980671
SP Patil,179,12,212,20,110,12,14.916666666666666,84.43396226415094,14.916666666666666,14.916666666666666,0.09433962264150944,0.5188679245283019,,T20,,63.578773584905655
SP Terry,49,5,65,3,33,5,9.8,75.38461538461539,9.8,9.8,0.046153846153846156,0.5076923076923077,,T20,,55.709230769230764
SPD Smith,5744,211,4437,673,1484,211,27.222748815165875,129.4568402073473,27.222748815165875,27.222748815165875,0.15167906242956952,0.3344602208699572,,T20,,98.78661278969288
SPS Shikongo,6,3,8,0,3,3,2.0,75.0,2.0,2.0,0.0,0.375,,T20,,53.1
SPY Baron,1,1,10,0,9,1,1.0,10.0,1.0,1.0,0.0,0.9,,T20,,7.3
SR Asmussen,53,16,68,4,30,16,3.3125,77.94117647058823,3.3125,3.3125,0.058823529411764705,0.4411764705882353,,T20,,55.55257352941176
SR Bhudia,554,35,467,66,183,35,15.82857142857143,118.62955032119915,15.82857142857143,15.82857142857143,0.14132762312633834,0.39186295503211993,,T20,,87.78925665341082
SR Dickson,1523,68,1109,170,333,68,22.397058823529413,137.33092876465284,22.397058823529413,22.397058823529413,0.1532912533814247,0.30027051397655546,,T20,,102.8507677823158
SR Giri,9,1,8,1,3,1,9.0,112.5,9.0,9.0,0.125,0.375,,T20,,81.45
SR Hain,4963,168,3774,560,1085,168,29.541666666666668,131.5050344462109,29.541666666666668,29.541666666666668,0.1483836777954425,0.28749337572866984,,T20,,100.91602411234763
SR Harmer,1242,122,1021,133,365,122,10.180327868852459,121.6454456415279,10.180327868852459,10.180327868852459,0.13026444662095985,0.3574926542605289,,T20,,88.20591030972527
SR Magar,819,58,1126,79,640,58,14.120689655172415,72.73534635879219,14.120689655172415,14.120689655172415,0.07015985790408526,0.5683836589698046,,T20,,55.150949347706245
SR McAnanama-Brereton,8,3,25,0,17,3,2.6666666666666665,32.0,2.6666666666666665,2.6666666666666665,0.0,0.68,,T20,,23.2
SR Mohan,65,8,107,4,61,8,8.125,60.747663551401864,8.125,8.125,0.037383177570093455,0.5700934579439252,,T20,,44.960864485981304
SR Mukkamalla,917,31,660,128,256,31,29.580645161290324,138.93939393939394,29.580645161290324,29.580645161290324,0.19393939393939394,0.3878787878787879,,T20,,106.13176930596285
SR Naidu,61,12,101,4,58,12,5.083333333333333,60.396039603960396,5.083333333333333,5.083333333333333,0.039603960396039604,0.5742574257425742,,T20,,43.80222772277227
SR Patel,4783,252,3909,576,1397,252,18.98015873015873,122.35865950370939,18.98015873015873,18.98015873015873,0.14735226400613968,0.3573804041954464,,T20,,91.34510927164419
SR Patil,142,23,119,23,56,23,6.173913043478261,119.32773109243698,6.173913043478261,6.173913043478261,0.19327731092436976,0.47058823529411764,,T20,,85.38158567774936
SR Rocket,14,7,41,2,33,7,2.0,34.146341463414636,2.0,2.0,0.04878048780487805,0.8048780487804879,,T20,,24.502439024390245
SR Swain,52,5,42,7,15,5,10.4,123.80952380952381,10.4,10.4,0.16666666666666666,0.35714285714285715,,T20,,89.78666666666666
SR Taylor,5510,241,5397,665,2428,241,22.863070539419088,102.09375579025384,22.863070539419088,22.863070539419088,0.12321660181582361,0.44987956272002966,,T20,,78.3245502150034
SR Tendulkar,2344,79,2057,327,884,79,29.670886075949365,113.95235780262519,29.670886075949365,29.670886075949365,0.1589693728731162,0.4297520661157025,,T20,,88.66791628462244
SR Thadani,17,5,39,1,25,5,3.4,43.58974358974359,3.4,3.4,0.02564102564102564,0.6410256410256411,,T20,,31.53282051282051
SR Thompson,337,34,342,36,163,34,9.911764705882353,98.53801169590643,9.911764705882353,9.911764705882353,0.10526315789473684,0.4766081871345029,,T20,,71.9501375988992
SR Watson,8236,306,6082,1176,2598,306,26.915032679738562,135.41598158500494,26.915032679738562,26.915032679738562,0.19335744820782638,0.42716211772443274,,T20,,102.86569691342503
SR Wells,7,1,6,1,2,1,7.0,116.66666666666667,7.0,7.0,0.16666666666666666,0.3333333333333333,,T20,,83.76666666666667
SRH Curtis,375,28,477,31,229,28,13.392857142857142,78.61635220125787,13.392857142857142,13.392857142857142,0.0649895178197065,0.480083857442348,,T20,,59.04930368373765
SRMJJ Arachchilage,6,2,12,0,7,2,3.0,50.0,3.0,3.0,0.0,0.5833333333333334,,T20,,35.9
SS Agarwal,15,5,14,1,3,5,3.0,107.14285714285714,3.0,3.0,0.07142857142857142,0.21428571428571427,,T20,,75.89999999999999
SS Bandekar,59,5,61,6,27,5,11.8,96.72131147540983,11.8,11.8,0.09836065573770492,0.4426229508196721,,T20,,71.24491803278688
SS Bandiwar,0,1,4,0,4,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SS Connell,68,26,103,4,56,26,2.6153846153846154,66.01941747572816,2.6153846153846154,2.6153846153846154,0.038834951456310676,0.5436893203883495,,T20,,46.9982076176251
SS Cottrell,200,40,172,27,91,40,5.0,116.27906976744187,5.0,5.0,0.1569767441860465,0.5290697674418605,,T20,,82.8953488372093
SS Dobal,75,2,41,12,11,2,37.5,182.9268292682927,37.5,37.5,0.2926829268292683,0.2682926829268293,,T20,,139.2987804878049
SS Dubhashi,6,1,11,0,5,1,6.0,54.54545454545454,6.0,6.0,0.0,0.45454545454545453,,T20,,39.98181818181817
SS Eskinazi,3821,134,2820,508,945,134,28.51492537313433,135.4964539007092,28.51492537313433,28.51492537313433,0.18014184397163122,0.3351063829787234,,T20,,103.40199534243675
SS Ghosh,15,2,21,0,7,2,7.5,71.42857142857143,7.5,7.5,0.0,0.3333333333333333,,T20,,52.25
SS Grimmond,125,26,203,12,127,26,4.8076923076923075,61.57635467980296,4.8076923076923075,4.8076923076923075,0.059113300492610835,0.625615763546798,,T20,,44.545755968169765
SS Ilahi,0,1,5,0,5,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SS Iyer,6052,211,4580,766,1641,211,28.682464454976305,132.13973799126637,28.682464454976305,28.682464454976305,0.16724890829694322,0.35829694323144107,,T20,,101.10255593037934
SS Kang,2,2,9,0,7,2,1.0,22.22222222222222,1.0,1.0,0.0,0.7777777777777778,,T20,,15.855555555555554
SS Majumder,99,13,113,9,57,13,7.615384615384615,87.61061946902655,7.615384615384615,7.615384615384615,0.07964601769911504,0.504424778761062,,T20,,63.612049012933966
SS McKechnie,273,23,287,23,120,23,11.869565217391305,95.1219512195122,11.869565217391305,11.869565217391305,0.08013937282229965,0.4181184668989547,,T20,,70.14623541887592
SS Mundhe,598,26,469,75,167,26,23.0,127.50533049040511,23.0,23.0,0.15991471215351813,0.35607675906183367,,T20,,96.15373134328358
SS Pathirana,27,5,26,3,11,5,5.4,103.84615384615385,5.4,5.4,0.11538461538461539,0.4230769230769231,,T20,,74.3123076923077
SS Pawar,0,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,,T20,,0.0
SS Prabhudessai,592,32,443,75,166,32,18.5,133.63431151241537,18.5,18.5,0.16930022573363432,0.3747178329571106,,T20,,99.09401805869075
SS Shaikh,6,1,7,1,4,1,6.0,85.71428571428571,6.0,6.0,0.14285714285714285,0.5714285714285714,,T20,,61.79999999999999
SS Sharma,119,5,94,12,29,5,23.8,126.59574468085107,23.8,23.8,0.1276595744680851,0.30851063829787234,,T20,,95.75702127659575
SS Shinde,7,3,8,1,4,3,2.3333333333333335,87.5,2.3333333333333335,2.3333333333333335,0.125,0.5,,T20,,61.949999999999996
SS Shukla,6,2,12,0,8,2,3.0,50.0,3.0,3.0,0.0,0.6666666666666666,,T20,,35.9
SS Tiwary,2150,104,1818,237,653,104,20.673076923076923,118.26182618261826,20.673076923076923,20.673076923076923,0.13036303630363036,0.35918591859185917,,T20,,88.98520140475586
SS Weerakkody,102,21,142,9,75,21,4.857142857142857,71.83098591549296,4.857142857142857,4.857142857142857,0.06338028169014084,0.528169014084507,,T20,,51.73883299798793
SSB Magala,408,43,336,49,135,43,9.488372093023257,121.42857142857142,9.488372093023257,9.488372093023257,0.14583333333333334,0.4017857142857143,,T20,,87.84651162790696
SSD Arachchige,309,26,315,33,141,26,11.884615384615385,98.09523809523809,11.884615384615385,11.884615384615385,0.10476190476190476,0.44761904761904764,,T20,,72.23205128205127
SSJ Brooks,1191,58,1033,139,444,58,20.53448275862069,115.29525653436592,20.53448275862069,20.53448275862069,0.1345595353339787,0.4298160696999032,,T20,,86.86702440164234
SSK Bal,53,3,38,8,14,3,17.666666666666668,139.4736842105263,17.666666666666668,17.666666666666668,0.21052631578947367,0.3684210526315789,,T20,,102.93157894736841
SSK Chaudhary,7,1,10,0,4,1,7.0,70.0,7.0,7.0,0.0,0.4,,T20,,51.1
SSM Stanislaus,521,29,525,57,251,29,17.96551724137931,99.23809523809524,17.96551724137931,17.96551724137931,0.10857142857142857,0.4780952380952381,,T20,,74.85632183908046
SSN Nqweni,38,5,38,3,16,5,7.6,100.0,7.6,7.6,0.07894736842105263,0.42105263157894735,,T20,,72.28
ST Doheny,1267,49,973,174,419,49,25.857142857142858,130.2158273381295,25.857142857142858,25.857142857142858,0.17882836587872558,0.4306269270298047,,T20,,98.9082219938335
ST Eyyunni,9,3,25,0,18,3,3.0,36.0,3.0,3.0,0.0,0.72,,T20,,26.099999999999998
ST Finn,61,22,75,5,32,22,2.772727272727273,81.33333333333333,2.772727272727273,2.772727272727273,0.06666666666666667,0.4266666666666667,,T20,,57.7651515151515
ST Frohnmayer,129,14,233,7,140,14,9.214285714285714,55.36480686695279,9.214285714285714,9.214285714285714,0.030042918454935622,0.6008583690987125,,T20,,41.51965052115266
ST Gabriel,4,6,11,0,7,6,0.6666666666666666,36.36363636363637,0.6666666666666666,0.6666666666666666,0.0,0.6363636363636364,,T20,,25.654545454545456
